,PRODUCT_ID,PRODUCT_NAME,PRICE,URL_LINK,ITEM_IMG,DETAIL_IMG
0,1,B7 약산성 탈모 샴푸 2+1 / 1000ml+1000ml+250ml+추가할인쿠폰,"28,900",http://item.gmarket.co.kr/Item?goodscode=1661739739,http://gdimg.gmarket.co.kr/1661739739/still/600?ver=1686790935,https://gi.esmplus.com/cossnp/2_0_%EB%B2%84%EC%A0%84/%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EC%8A%A4%ED%86%A0%EB%A6%AC/%EA%B7%B8%EB%A3%B9%EC%9D%B4%EB%AF%B8%EC%A7%80/%ED%8F%AC%EB%A0%88_%EC%A7%80_%EC%BF%A0%ED%8F%B0.jpg
1,2,오로라 LPP 트리트먼트 헤어팩 1000ml 1+1 총2000m,"17,010",http://item.gmarket.co.kr/Item?goodscode=226252659,http://gdimg.gmarket.co.kr/226252659/still/600?ver=1641270678,https://ai.esmplus.com/mscare/00.jpg
2,3,에트투스 트리트먼트 헤어팩 1000ml/아르간 헤어팩,"12,900",http://item.gmarket.co.kr/Item?goodscode=239054767,http://gdimg.gmarket.co.kr/239054767/still/600?ver=1681950194,http://ai.esmplus.com/gded/b/o/20221017/16/1665992936218c3cabcc.jpg
3,4,헤드앤숄더 가려운 두피케어 샴푸 850ml 3개,"30,900",http://item.gmarket.co.kr/Item?goodscode=1896210962,http://gdimg.gmarket.co.kr/1896210962/still/600?ver=1685930922,http://ai.esmplus.com/gded/k/a/20230605/10/1685929622245654e95f.jpg
4,5,로리니크 L04 전문가용 단백질 헤어영양크림 1개,"13,500",http://item.gmarket.co.kr/Item?goodscode=941013630,http://gdimg.gmarket.co.kr/941013630/still/600?ver=1615737413,https://gi.esmplus.com/eunboni/official.jpg
5,6,(로레알) 프리미엄 염색약/국민헤어팩 외 Best상품 쿠폰+사은품증정(쿠폰적용가 14850원),"16,500",http://item.gmarket.co.kr/Item?goodscode=2248227891,http://gdimg.gmarket.co.kr/2248227891/still/600?ver=1685068878,http://honcompany.godohosting.com/notice/holiday notice_1000.jpg
6,7,케라시스 퍼퓸 체리블라썸 샴푸 1L X3개,"20,900",http://item.gmarket.co.kr/Item?goodscode=2536113679,http://gdimg.gmarket.co.kr/2536113679/still/600?ver=1660011468,http://ai.esmplus.com/auction_ag407/%EC%BC%80%EB%9D%BC%EC%8B%9C%EC%8A%A4%20%EC%B2%B4%EB%A6%AC%EB%B8%94%EB%9D%BC%EC%8D%B8%201L%20%EC%83%B4%ED%91%B8%EB%A6%B0%EC%8A%A4_200511/%EC%B2%B4%EB%A6%AC%EB%B8%94%EB%9F%AC%EC%8D%B8_01.jpg
7,8,팬틴 극손상케어 트리트먼트 220ml 3개,"15,180",http://item.gmarket.co.kr/Item?goodscode=1481496576,http://gdimg.gmarket.co.kr/1481496576/still/600?ver=1684740969,https://gi.esmplus.com/pgshop1/2011-chusuk.jpg
8,9,아르간 오일 헤어에센스 120ml x 2개+추가할인쿠폰 / 헤어오일,"16,900",http://item.gmarket.co.kr/Item?goodscode=253636348,http://gdimg.gmarket.co.kr/253636348/still/600?ver=1686791170,https://gi.esmplus.com/cossnp/2_0_%EB%B2%84%EC%A0%84/%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EC%8A%A4%ED%86%A0%EB%A6%AC/%EA%B7%B8%EB%A3%B9%EC%9D%B4%EB%AF%B8%EC%A7%80/%ED%8F%AC%EB%A0%88_%EC%A7%80_%EC%BF%A0%ED%8F%B0.jpg
9,10,1+1 아모스 컬링 에센스 2X 150ml 당일발송 무료배송,"18,500",http://item.gmarket.co.kr/Item?goodscode=1833766346,http://gdimg.gmarket.co.kr/1833766346/still/600?ver=1681262591,http://ai.esmplus.com/gded/v/e/20230405/12/16806636656888965bf9.jpg
10,11,더프리미엄 210mlx4 +증정)컬링에센스120ml/쿠폰가29900원,"32,500",http://item.gmarket.co.kr/Item?goodscode=2154346666,http://gdimg.gmarket.co.kr/2154346666/still/600?ver=1685687251,https://gi.esmplus.com/prn2018/%EC%A7%80%EB%A7%88%EC%BC%93/%EC%82%AC%EC%9D%80%ED%92%88%EC%9D%B4%EB%AF%B8%EC%A7%80.jpg
11,12,려 흑운 모근강화볼륨케어 샴푸 550ml x 3개,"21,900",http://item.gmarket.co.kr/Item?goodscode=2164637301,http://gdimg.gmarket.co.kr/2164637301/still/600?ver=1669336595,https://ai.esmplus.com/auction_ag416/%EB%A0%A4/%EB%A0%A4%20%ED%9D%91%EC%9A%B4%20%EB%AA%A8%EA%B7%BC%EA%B0%95%ED%99%94&%EB%B3%BC%EB%A5%A8%EC%BC%80%EC%96%B4%20%EC%83%B4%ED%91%B8%20550ml/20230120/%EB%A0%A4_%ED%9D%91%EC%9A%B4%EC%83%B4%ED%91%B8_01.jpg
12,13,아르간오일 100ml 1+1+1/헤어에센스/헤어오일,"15,900",http://item.gmarket.co.kr/Item?goodscode=830373720,http://gdimg.gmarket.co.kr/830373720/still/600?ver=1683100500,https://gi.esmplus.com/bscosmetic/R3%20%EB%A6%AC%EB%89%B4%EC%96%BC/01.jpg
13,14,헤드앤숄더 퍼퓸 프레쉬 샴푸 750ml 4개,"37,800",http://item.gmarket.co.kr/Item?goodscode=1896203490,http://gdimg.gmarket.co.kr/1896203490/still/600?ver=1685930891,http://ai.esmplus.com/gded/k/a/20230605/10/168592972492743ad481.jpg
14,15,더블 헤어 새치마커 /8개 팁으로 30초 빠른커버 1+1 행사,"14,500",http://item.gmarket.co.kr/Item?goodscode=2820988398,http://gdimg.gmarket.co.kr/2820988398/still/600?ver=1677738342,https://gi.esmplus.com/iwcompany1/sharing/double_marker/GIF1.gif
15,16,케라시스 퍼퓸 체리블라썸 린스 1L X3개,"20,900",http://item.gmarket.co.kr/Item?goodscode=2084730628,http://gdimg.gmarket.co.kr/2084730628/still/600?ver=1617844246,https://ai.esmplus.com/auction_ag407/%EC%BC%80%EB%9D%BC%EC%8B%9C%EC%8A%A4%20%EC%B2%B4%EB%A6%AC%EB%B8%94%EB%9D%BC%EC%8D%B8%201L%20%EC%83%B4%ED%91%B8%EB%A6%B0%EC%8A%A4_200511/20220801/%EC%BC%80%EB%9D%BC%EC%8B%9C%EC%8A%A4-%ED%8D%BC%ED%93%B8-%EC%B2%B4%EB%A6%AC%EB%B8%94%EB%9D%BC%EC%8D%B8-1L_01.jpg
16,17,약산성 탈모완화샴푸 1350ml+1350ml+100ml,"35,010",http://item.gmarket.co.kr/Item?goodscode=1888500750,http://gdimg.gmarket.co.kr/1888500750/still/600?ver=1686066064,http://ai.esmplus.com/gded/n/a/20221014/09/1665708261916726bd95.jpg
17,18,엘라스틴 실크리페어 베이비파우더 샴푸 550ml 4개,"19,800",http://item.gmarket.co.kr/Item?goodscode=1774695825,http://gdimg.gmarket.co.kr/1774695825/still/600?ver=1659663425,https://gi.esmplus.com/kplgcare/vip_option/%ED%86%B5%ED%95%A9%20%EC%9D%B4%EB%B2%A4%ED%8A%B8%20%EB%B0%B0%EB%84%88/0612_%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%80-%EC%83%81%EB%8B%A8_%EC%B9%B4%EB%93%9C%ED%98%9C%ED%83%9D.jpg
18,19,라보에이치 탈모증상완화샴푸 두피강화 (400ml+112ml) 2개 + 증정,"38,800",http://item.gmarket.co.kr/Item?goodscode=2392492460,http://gdimg.gmarket.co.kr/2392492460/still/600?ver=1684973771,https://ai.esmplus.com/auction_ag416/vip%EB%B0%B0%EB%84%88/%EB%9D%BC%EB%B3%B4%EC%97%90%EC%9D%B4%EC%B9%98%20%ED%83%88%EB%AA%A8%EC%99%84%ED%99%94%20%EC%83%B4%ED%91%B8%20%EB%91%90%ED%94%BC%EA%B0%95%ED%99%94%20112ml.jpg
19,20,| 1 + 1 골라담기 | 키렌 천연샴푸/헤어트리트먼트/바디워시/바디로션 500ml,"14,900",http://item.gmarket.co.kr/Item?goodscode=1433599912,http://gdimg.gmarket.co.kr/1433599912/still/600?ver=1681366016,http://gi.esmplus.com/hteam0102/211222%20%ED%82%A4%EB%A0%8C%20%EC%A0%84%EC%83%81%ED%8E%98/%EC%96%B4%EB%A9%94%EB%8B%88%ED%8B%B0.jpg
20,21,미쟝센 안티에이징샴푸 680ml 6개,"28,800",http://item.gmarket.co.kr/Item?goodscode=1704459893,http://gdimg.gmarket.co.kr/1704459893/still/600?ver=1685930774,https://ai.esmplus.com/auction_ag416/%EB%AF%B8%EC%9F%9D%EC%84%BC/%EC%97%90%EC%9D%B4%EC%A7%95%EC%BC%80%EC%96%B4%20%ED%8C%8C%EC%9B%8C%EB%B2%A0%EB%A6%AC%20%EC%83%B4%ED%91%B8%20680ml/%EC%95%88%ED%8B%B0%EC%97%90%EC%9D%B4%EC%A7%95_01_%EC%88%98%EC%A0%95.jpg
21,22,헤드앤숄더 쿨멘솔 샴푸 850ml 3개,"30,900",http://item.gmarket.co.kr/Item?goodscode=1896207353,http://gdimg.gmarket.co.kr/1896207353/still/600?ver=1685930904,http://ai.esmplus.com/gded/k/a/20230605/10/16859296540354f53756.jpg
22,23,헤드앤숄더 가려운두피 샴푸 850ml 3개,"29,350",http://item.gmarket.co.kr/Item?goodscode=1481457299,http://gdimg.gmarket.co.kr/1481457299/still/600?ver=1684739657,http://gi.esmplus.com/pgshop1/2011-chusuk.jpg
23,24,로더베르 시그니처 퍼퓸샴푸 베이비파우더1000g2개 + 사은품핸드크림,"18,900",http://item.gmarket.co.kr/Item?goodscode=1975307327,http://gdimg.gmarket.co.kr/1975307327/still/600?ver=1669257148,http://ai.esmplus.com/gded/m/a/20230307/14/1678168129695678fc6c.jpg
24,25,샴푸/트리트먼트/바디워시/바디로션/디퓨저 2개구성,"17,460",http://item.gmarket.co.kr/Item?goodscode=2241341206,http://gdimg.gmarket.co.kr/2241341206/still/600?ver=1668499853,https://ai.esmplus.com/marketyou/online/marketyou/inform/kundal.jpg
25,26,B7 약산성 탈모 샴푸 +탈모헤어팩 1000ml+1000ml+250ml+추가할인쿠폰,"28,900",http://item.gmarket.co.kr/Item?goodscode=1682761862,http://gdimg.gmarket.co.kr/1682761862/still/600?ver=1686790986,https://gi.esmplus.com/cossnp/2_0_%EB%B2%84%EC%A0%84/%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EC%8A%A4%ED%86%A0%EB%A6%AC/%EA%B7%B8%EB%A3%B9%EC%9D%B4%EB%AF%B8%EC%A7%80/%ED%8F%AC%EB%A0%88_%EC%A7%80_%EC%BF%A0%ED%8F%B0.jpg
26,27,자양윤모 9ex 탈모전문케어 샴푸(지성)400ml 3입,"25,400",http://item.gmarket.co.kr/Item?goodscode=2380938484,http://gdimg.gmarket.co.kr/2380938484/still/600?ver=1672365782,"https://ai.esmplus.com/auction_ag416/%EB%A0%A4/%EB%A0%A4%20%EC%9E%90%EC%96%91%209ex%20%ED%83%88%EB%AA%A8%EC%A0%84%EB%AC%B8%EC%BC%80%EC%96%B4%20%EC%83%B4%ED%91%B8%20%EB%B9%84%EB%93%AC%EC%BC%80%EC%96%B4,%EB%AF%BC%EA%B0%90%EC%84%B1,%EA%B1%B4%EC%84%B1,%EC%A7%80%EC%84%B1%20400ml/%EC%A7%80%EC%84%B1/20230120/%EB%A0%A4_%EC%9E%90%EC%96%91%EC%9C%A4%EB%AA%A8_%EB%AF%BC%EA%B0%90%EC%84%B1%EC%83%B4%ED%91%B8_01.jpg"
27,28,엘라스틴 프로폴리테라 샴푸앰플 기획세트+쇼핑백 /샴푸 500ml+앰플트릿 250ml,"13,900",http://item.gmarket.co.kr/Item?goodscode=2604173522,http://gdimg.gmarket.co.kr/2604173522/still/600?ver=1684821602,https://gi.esmplus.com/kplgcare/%EB%B0%94%EB%94%94%ED%97%A4%EC%96%B4/%ED%94%84%EB%A1%9C%ED%8F%B4%EB%A6%AC%ED%85%8C%EB%9D%BC%20%ED%97%A4%EC%96%B4%EB%A1%9C%EC%8A%A4/20230517_%EB%AA%A8%EB%8D%B8%EC%82%AD%EC%A0%9C%20%EC%83%81%EC%84%B8/%EC%97%98%EB%9D%BC%EC%8A%A4%ED%8B%B4-%ED%94%84%EB%A1%9C%ED%8F%B4%EB%A6%AC%ED%85%8C%EB%9D%BC_%ED%97%A4%EC%96%B4%EB%A1%9C%EC%8A%A4%EC%83%B4%ED%91%B8_%EC%83%81%EB%8B%A8_%EC%A0%84%EC%A7%80%ED%98%84%EC%82%AD%EC%A0%9C_webD_230515_01_01.jpg
28,29,헤드앤숄더 루트스트렝스 550ml 2개,"20,900",http://item.gmarket.co.kr/Item?goodscode=2269742324,http://gdimg.gmarket.co.kr/2269742324/still/600?ver=1685930983,http://ai.esmplus.com/gded/k/a/20230605/10/168592952070337d5861.jpg
29,30,퍼펙트 오리지널 세럼 80ml X 2개 + 증정,"17,000",http://item.gmarket.co.kr/Item?goodscode=2443865909,http://gdimg.gmarket.co.kr/2443865909/still/600?ver=1684482872,https://ai.esmplus.com/auction_ag416/vip%EB%B0%B0%EB%84%88/gift_111317310.jpg
30,31,헤드앤숄더 시트러스 레몬 샴푸 750ml 4개,"37,800",http://item.gmarket.co.kr/Item?goodscode=2177869506,http://gdimg.gmarket.co.kr/2177869506/still/600?ver=1685930969,http://ai.esmplus.com/gded/k/a/20230605/10/16859295429574542182.jpg
31,32,미쟝센 트리트먼트 1000ml 2개 데미지케어 로즈프로틴,"19,800",http://item.gmarket.co.kr/Item?goodscode=1527664001,http://gdimg.gmarket.co.kr/1527664001/still/600?ver=1684481474,https://ai.esmplus.com/auction_ag416/%EB%AF%B8%EC%9F%9D%EC%84%BC/%EB%AF%B8%EC%9F%9D%EC%84%BC%20%EB%8D%B0%EB%AF%B8%EC%A7%80%EC%BC%80%EC%96%B4%20%ED%8A%B8%EB%A6%AC%ED%8A%B8%EB%A8%BC%ED%8A%B8/%EB%8D%B0%EB%AF%B8%EC%A7%80%EC%BC%80%EC%96%B4%20%EB%8D%B0%EC%9D%BC%EB%A6%AC%20%ED%8A%B8%EB%A6%AC%ED%8A%B8%EB%A8%BC%ED%8A%B8%20%EB%8C%80%EC%9A%A9%EB%9F%89%201000ml/20230221/111316027_01.jpg
32,33,실크테라피 오리지널에센스 150ml 2개+로즈힙100ml,"52,000",http://item.gmarket.co.kr/Item?goodscode=2052387106,http://gdimg.gmarket.co.kr/2052387106/still/600?ver=1681283819,https://gi.esmplus.com/kplgcare/vip_option/%ED%86%B5%ED%95%A9%20%EC%82%AC%EC%9D%80%ED%92%88%EB%B0%B0%EB%84%88/ST-%EC%83%A4%EC%9D%B8-%ED%8A%B8%EB%A6%AC%ED%8A%B8%EB%A8%BC%ED%8A%B8-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%A1%9C%EC%A6%88%ED%9E%99100ml.jpg
33,34,B7 약산성 비듬 탈모 샴푸 2+1 / 1000ml+1000ml+250ml+추가할인쿠폰,"32,900",http://item.gmarket.co.kr/Item?goodscode=2488117366,http://gdimg.gmarket.co.kr/2488117366/still/600?ver=1686791071,https://gi.esmplus.com/cossnp/2_0_%EB%B2%84%EC%A0%84/%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EC%8A%A4%ED%86%A0%EB%A6%AC/%EA%B7%B8%EB%A3%B9%EC%9D%B4%EB%AF%B8%EC%A7%80/%ED%8F%AC%EB%A0%88_%EC%A7%80_%EC%BF%A0%ED%8F%B0.jpg
34,35,아모스 컬링 에센스 2x 150ml 1+1_A001014,"18,600",http://item.gmarket.co.kr/Item?goodscode=2626051710,http://gdimg.gmarket.co.kr/2626051710/still/600?ver=1686643017,http://img.w-shopping.co.kr/goods/pagoods_describe_top.jpg
35,36,대용량 아르간 오일 약산성 헤어 샴푸 1500ML X 2개,"17,800",http://item.gmarket.co.kr/Item?goodscode=641916858,http://gdimg.gmarket.co.kr/641916858/still/600?ver=1607487410,http://ai.esmplus.com/skinnarae/bn/top.jpg
36,37,1분 블랙 염색샴푸 500ml +컬러 체인지 블랙트리트먼트 300ml+두피브러쉬(블랙),"38,770",http://item.gmarket.co.kr/Item?goodscode=2514996381,http://gdimg.gmarket.co.kr/2514996381/still/600?ver=1682655018,https://gi.esmplus.com/seju8987/black_notice_1.jpg
37,38,허벌 리페어 샴푸 1000ml 2개 +병풀 추출물 정품 증정,"36,000",http://item.gmarket.co.kr/Item?goodscode=2266056951,http://gdimg.gmarket.co.kr/2266056951/still/600?ver=1684131112,http://ai.esmplus.com/gded/d/o/20230515/15/1684131106618d55623e.jpg
38,39,B7 약산성 쿨 탈모 샴푸 2+1 / 1000ml+1000ml+250ml+추가할인쿠폰,"28,900",http://item.gmarket.co.kr/Item?goodscode=1703731889,http://gdimg.gmarket.co.kr/1703731889/still/600?ver=1686791033,https://gi.esmplus.com/cossnp/2_0_%EB%B2%84%EC%A0%84/%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EC%8A%A4%ED%86%A0%EB%A6%AC/%EA%B7%B8%EB%A3%B9%EC%9D%B4%EB%AF%B8%EC%A7%80/%ED%8F%AC%EB%A0%88_%EC%A7%80_%EC%BF%A0%ED%8F%B0.jpg
39,40,단백질 트리트먼트 베이비파우더 500ml 3개,"32,700",http://item.gmarket.co.kr/Item?goodscode=2463127216,http://gdimg.gmarket.co.kr/2463127216/still/600?ver=1685497374,https://gi.esmplus.com/gmktag737/02_detail/0_intro/baby_powder_intro.jpg
